0,00:00:00.2740038
0,00:00:00.0016577
0,00:00:00.0000263
0,00:00:00.0000081
0,00:00:00.0000076
0,00:00:00.0000064
0,00:00:00.0000062
0,00:00:00.0000061
0,00:00:00.0000085
0,00:00:00.0000056
0,00:00:00.0000068
0,00:00:00.0000045
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000046
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000045
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000043
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000041
0,00:00:00.0000038
0,00:00:00.0000037
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000040
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000040
0,00:00:00.0000042
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000037
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000043
0,00:00:00.0000037
0,00:00:00.0000037
0,00:00:00.0000037
0,00:00:00.0000040
0,00:00:00.0000037
0,00:00:00.0000036
0,00:00:00.0000037
0,00:00:00.0000116
0,00:00:00.0000040
0,00:00:00.0000045
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000041
0,00:00:00.0000037
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000046
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000085
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000043
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000042
0,00:00:00.0000065
0,00:00:00.0000042
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000043
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000039
0,00:00:00.0000055
0,00:00:00.0000050
0,00:00:00.0000048
0,00:00:00.0000053
0,00:00:00.0000053
0,00:00:00.0000053
0,00:00:00.0000059
0,00:00:00.0000059
0,00:00:00.0000039
0,00:00:00.0000039
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000038
0,00:00:00.0000040
0,00:00:00.0000039
0,00:00:00.0000037
0,00:00:00.0000039
