0.0037986999999999999,00:00:00.3116377
0.0041522999999999994,00:00:00.0026394
3.3800000000000496E-05,00:00:00.0000316
1.6900000000000248E-05,00:00:00.0000166
1.5199999999999936E-05,00:00:00.0000151
1.9399999999999279E-05,00:00:00.0000194
1.4500000000000624E-05,00:00:00.0000145
1.8899999999998779E-05,00:00:00.0000189
1.3000000000000858E-05,00:00:00.0000130
1.409999999999953E-05,00:00:00.0000140
7.8000000000005149E-06,00:00:00.0000079
7.699999999999374E-06,00:00:00.0000076
8.3000000000010149E-06,00:00:00.0000083
7.5999999999999679E-06,00:00:00.0000076
7.699999999999374E-06,00:00:00.0000077
7.5000000000005618E-06,00:00:00.0000075
7.499999999998827E-06,00:00:00.0000075
7.5999999999999679E-06,00:00:00.0000075
7.5000000000005618E-06,00:00:00.0000075
7.9999999999993271E-06,00:00:00.0000082
7.5999999999999679E-06,00:00:00.0000074
7.4000000000011557E-06,00:00:00.0000075
7.499999999998827E-06,00:00:00.0000075
7.4000000000011557E-06,00:00:00.0000074
7.5999999999999679E-06,00:00:00.0000076
7.499999999998827E-06,00:00:00.0000075
8.2000000000016088E-06,00:00:00.0000082
7.5999999999999679E-06,00:00:00.0000076
7.3000000000000148E-06,00:00:00.0000073
1.6199999999999201E-05,00:00:00.0000163
8.1999999999998741E-06,00:00:00.0000081
1.9099999999999326E-05,00:00:00.0000192
8.0000000000010618E-06,00:00:00.0000079
8.1000000000004679E-06,00:00:00.0000081
7.499999999998827E-06,00:00:00.0000074
7.5999999999999679E-06,00:00:00.0000076
7.5000000000005618E-06,00:00:00.0000076
1.370000000000017E-05,00:00:00.0000139
8.1999999999998741E-06,00:00:00.0000080
7.699999999999374E-06,00:00:00.0000078
8.1000000000004679E-06,00:00:00.0000080
7.5000000000005618E-06,00:00:00.0000075
7.5999999999999679E-06,00:00:00.0000076
7.499999999998827E-06,00:00:00.0000075
7.5000000000005618E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.5000000000005618E-06,00:00:00.0000075
7.8000000000005149E-06,00:00:00.0000079
7.5999999999999679E-06,00:00:00.0000075
7.3999999999994209E-06,00:00:00.0000075
7.3999999999994209E-06,00:00:00.0000074
7.5999999999999679E-06,00:00:00.0000075
7.4000000000011557E-06,00:00:00.0000075
7.499999999998827E-06,00:00:00.0000074
7.9000000000016557E-06,00:00:00.0000079
7.3999999999994209E-06,00:00:00.0000075
7.3999999999994209E-06,00:00:00.0000073
7.4000000000011557E-06,00:00:00.0000074
7.699999999999374E-06,00:00:00.0000077
7.3999999999994209E-06,00:00:00.0000075
7.4000000000011557E-06,00:00:00.0000074
7.899999999999921E-06,00:00:00.0000079
7.499999999998827E-06,00:00:00.0000074
7.4000000000011557E-06,00:00:00.0000075
7.499999999998827E-06,00:00:00.0000074
7.4000000000011557E-06,00:00:00.0000074
7.3000000000000148E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.9999999999993271E-06,00:00:00.0000080
7.4000000000011557E-06,00:00:00.0000074
7.499999999998827E-06,00:00:00.0000074
7.5000000000005618E-06,00:00:00.0000075
7.5000000000005618E-06,00:00:00.0000076
7.499999999998827E-06,00:00:00.0000074
7.5000000000005618E-06,00:00:00.0000075
7.9999999999993271E-06,00:00:00.0000081
7.5000000000005618E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.4000000000011557E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000075
7.5000000000005618E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.9999999999993271E-06,00:00:00.0000081
7.4000000000011557E-06,00:00:00.0000074
7.5999999999999679E-06,00:00:00.0000075
7.3999999999994209E-06,00:00:00.0000075
7.4000000000011557E-06,00:00:00.0000074
7.499999999998827E-06,00:00:00.0000075
7.4000000000011557E-06,00:00:00.0000075
7.899999999999921E-06,00:00:00.0000078
7.499999999998827E-06,00:00:00.0000074
7.3000000000000148E-06,00:00:00.0000074
7.5000000000005618E-06,00:00:00.0000074
7.5999999999999679E-06,00:00:00.0000076
7.3999999999994209E-06,00:00:00.0000074
7.3000000000000148E-06,00:00:00.0000074
8.0000000000010618E-06,00:00:00.0000079
7.3999999999994209E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.4000000000011557E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.3000000000000148E-06,00:00:00.0000073
7.3999999999994209E-06,00:00:00.0000074
8.0000000000010618E-06,00:00:00.0000080
7.499999999998827E-06,00:00:00.0000076
7.5000000000005618E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000075
7.4000000000011557E-06,00:00:00.0000073
7.499999999998827E-06,00:00:00.0000076
7.5000000000005618E-06,00:00:00.0000074
7.899999999999921E-06,00:00:00.0000080
7.5999999999999679E-06,00:00:00.0000077
7.5000000000005618E-06,00:00:00.0000074
7.499999999998827E-06,00:00:00.0000075
7.4000000000011557E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.5000000000005618E-06,00:00:00.0000074
7.9999999999993271E-06,00:00:00.0000081
7.5000000000005618E-06,00:00:00.0000074
7.3999999999994209E-06,00:00:00.0000074
7.4000000000011557E-06,00:00:00.0000075
7.5999999999999679E-06,00:00:00.0000075
7.3999999999994209E-06,00:00:00.0000074
7.3000000000000148E-06,00:00:00.0000074
7.9999999999993271E-06,00:00:00.0000079
7.4000000000011557E-06,00:00:00.0000075
7.3999999999994209E-06,00:00:00.0000073
7.3000000000000148E-06,00:00:00.0000074
